source,source_id,label,split
squad,56d09106234ae51400d9c397,0,train
squad,56e78cf937bdd419002c4112,0,train
askd:external_en,120854,1,train
squad,5706b0492eaba6190074ac32,0,train
askd:external_en,94559,1,train
squad,5725d87089a1e219009abfa8,0,train
squad,5731a004e99e3014001e6191,0,train
squad,572fbae9a23a5019007fc8f0,0,train
askd:external_en,154572,1,train
squad,56d62c011c85041400946f6f,0,train
askd:external_en,73396,1,train
squad,572e8213c246551400ce427b,0,train
squad,570dfd080b85d914000d7c6a,0,train
squad,572812cd2ca10214002d9d4a,0,train
askd:external_en,73185,1,train
squad,56d9e156dc89441400fdb886,0,train
askd:external_en,17760,1,train
squad,5726a1bbdd62a815002e8b78,0,train
squad,572fe3d7a23a5019007fcaeb,0,train
squad,572fa97e04bcaa1900d76b7c,0,train
squad,5725c812ec44d21400f3d556,0,train
squad,57269cdaf1498d1400e8e4df,0,train
askd:external_en,14605,1,train
squad,56fb68ac8ddada1400cd63e3,0,train
askd:external_en,67367,1,train
squad,5732c58e1d5d2e14009ff8ae,0,train
squad,570d9a8ddf2f5219002ed01b,0,train
squad,5726a632708984140094ccd9,0,train
askd:external_en,32302,1,train
squad,572fac1d04bcaa1900d76bbf,0,train
squad,56fa43e9f34c681400b0c043,0,train
squad,5726c9505951b619008f7e0d,0,train
squad,573040c2a23a5019007fd00f,0,train
squad,5733e37ad058e614000b64d7,0,train
squad,57276d6add62a815002e9c9e,0,train
askd:external_en,68784,1,train
squad,572fa1f9a23a5019007fc7eb,0,train
squad,56db1bd0e7c41114004b4d40,0,train
askd:external_en,74456,1,train
squad,56e0724a231d4119001ac15a,0,train
askd:external_en,60276,1,train
squad,5727aec04b864d1900163a4c,0,train
squad,571b55a832177014007ea078,0,train
squad,572966e11d046914007793a6,0,train
squad,56df08cb3277331400b4d8e4,0,train
askd:external_en,14127,1,train
squad,57326324e17f3d1400422935,0,train
squad,5733c1a94776f419006611aa,0,train
squad,5706a4a052bb891400689b0a,0,train
squad,572ec373c246551400ce4635,0,train
squad,56e758c700c9c71400d76fe7,0,train
squad,5726ba315951b619008f7c05,0,train
squad,57268218708984140094c873,0,train
squad,56e048cf231d4119001ac039,0,train
askd:external_en,124110,1,train
squad,56dfb59a231d4119001abcac,0,train
askd:external_en,24715,1,train
squad,572e963703f98919007567fa,0,train
squad,570e51b50b85d914000d7e21,0,train
askd:external_en,88934,1,train
squad,56bfa761a10cfb1400551205,0,train
squad,573017ff947a6a140053d0ca,0,train
askd:external_en,134710,1,train
squad,56cef65baab44d1400b88d36,0,train
squad,57266174708984140094c42c,0,train
squad,57268606708984140094c8d7,0,train
squad,572a470efed8de19000d5b66,0,train
askd:external_en,136301,1,train
squad,57270035708984140094d81d,0,train
askd:external_en,82026,1,train
squad,570e6e890b85d914000d7ee5,0,train
squad,572853c14b864d1900164951,0,train
squad,57305376069b53140083205f,0,train
squad,57263fe1ec44d21400f3dccb,0,train
askd:external_en,107765,1,train
squad,570e4a0e0dc6ce1900204f21,0,train
squad,572683fbf1498d1400e8e257,0,train
squad,572a18b96aef051400155268,0,train
askd:external_en,78063,1,train
squad,5729429a6aef051400154c18,0,train
askd:external_en,110300,1,train
squad,5710ff56b654c5140001fa97,0,train
squad,56cf1988aab44d1400b88d74,0,train
askd:external_en,16910,1,train
askd:external_en,62534,1,train
askd:external_en,62269,1,train
askd:external_en,75020,1,train
askd:external_en,138877,1,train
askd:external_en,138039,1,train
squad,572ea3ab03f9891900756895,0,train
squad,5726e320f1498d1400e8eebc,0,train
squad,57318db8497a881900249026,0,train
askd:external_en,105301,1,train
squad,56e11661e3433e1400422bb6,0,train
askd:external_en,91924,1,train
askd:external_en,20135,1,train
squad,5729689c3f37b31900478345,0,train
squad,5726b4e8dd62a815002e8d84,0,train
squad,573427ac4776f419006619a8,1,train
askd:external_en,77663,1,train
squad,572fa97e04bcaa1900d76b7a,0,train
askd:external_en,16613,1,train
askd:external_en,81911,1,train
squad,570f42aa80d9841400ab356f,0,train
askd:external_en,27693,1,train
squad,572e84dcdfa6aa1500f8d079,0,train
squad,5726e0f7708984140094d489,0,train
squad,5732167eb9d445190005e7d4,0,train
askd:external_en,126325,1,train
askd:external_en,92471,1,train
squad,573337db4776f4190066079c,0,train
askd:external_en,53001,1,train
askd:external_en,54277,1,train
squad,57344892879d6814001ca482,0,train
squad,56f81ed1a6d7ea1400e173d1,0,train
askd:external_en,113728,1,train
squad,57261c35271a42140099d485,0,train
squad,571a79d910f8ca1400305084,1,train
squad,57097fd9ed30961900e84237,0,train
squad,572a1a9aaf94a219006aa7eb,0,train
squad,572a22256aef0514001552fa,0,train
squad,5733ee08d058e614000b6610,0,train
squad,56cfbd75234ae51400d9bf3e,0,train
squad,5729e3631d0469140077964b,0,train
askd:external_en,18261,1,train
squad,56fa9afa8f12f31900630189,0,train
squad,5726d061f1498d1400e8ec10,0,train
squad,57268d1d5951b619008f7665,0,train
squad,570de31a0dc6ce1900204cef,0,train
squad,572838983acd2414000df74a,0,train
squad,572faa1c04bcaa1900d76b8f,0,train
squad,57294646af94a219006aa242,0,train
askd:external_en,102273,1,train
squad,572706d9f1498d1400e8f26d,0,train
squad,57261be989a1e219009ac27b,0,train
squad,56f6fdb13d8e2e1400e37310,0,train
squad,572fe3adb2c2fd1400568573,1,train
askd:external_en,137221,1,train
askd:external_en,152148,1,train
askd:external_en,38952,1,train
squad,57099a75200fba14003681ca,0,train
squad,56d0a422234ae51400d9c3ea,0,train
askd:external_en,19644,1,train
squad,572875602ca10214002da38a,0,train
squad,573450ed879d6814001ca4fe,0,train
squad,5727873bf1498d1400e8faf4,0,train
squad,5730c671aca1c71400fe5a9e,0,train
askd:external_en,121183,1,train
askd:external_en,28385,1,train
squad,5727cfa22ca10214002d9717,0,train
squad,572f46d8947a6a140053c853,0,train
squad,5727713d708984140094ddad,1,train
squad,56e0d4e1231d4119001ac40b,0,train
askd:external_en,125925,1,train
squad,572668ae5951b619008f71df,0,train
askd:external_en,161328,1,train
squad,57342b4c4776f419006619e9,1,train
squad,5728460d2ca10214002da21e,0,train
askd:external_en,133811,1,train
squad,56f71780711bf01900a4493f,0,train
squad,572a8012be1ee31400cb8045,0,train
askd:external_en,94405,1,train
squad,5727b7c62ca10214002d94b2,0,train
squad,57285159ff5b5019007da172,0,train
askd:external_en,66930,1,train
askd:external_en,73373,1,train
askd:external_en,135684,1,train
squad,5731cbb4b9d445190005e56b,0,train
askd:external_en,63663,1,train
squad,57277a85708984140094debd,0,train
squad,5728e7593acd2414000e019c,0,train
squad,5725c40889a1e219009abe25,0,train
askd:external_en,27174,1,train
squad,570da87816d0071400510c60,0,train
askd:external_en,44902,1,train
squad,5728ca094b864d1900164e2e,0,train
squad,57268f98dd62a815002e89a3,0,train
askd:external_en,42699,1,train
askd:external_en,30949,1,train
squad,56e131aecd28a01900c67691,0,train
squad,571aa35110f8ca140030521a,0,train
askd:external_en,89932,1,train
squad,570e45630b85d914000d7dd1,0,train
squad,570c16366b8089140040fb2a,0,train
squad,56d318f359d6e4140014623a,0,train
squad,571a23874faf5e1900b8a8c9,0,train
squad,56fb9339b28b3419009f1e3e,0,train
askd:external_en,8419,1,train
squad,572a346daf94a219006aa89c,0,train
askd:external_en,104490,1,train
squad,5728ca7a2ca10214002da7e8,0,train
squad,57325603b9d445190005ea56,0,train
squad,5727ee4e2ca10214002d99f8,0,train
squad,57303bcda23a5019007fcfd5,0,train
squad,570fc9cd5ab6b81900390fe2,0,train
squad,5725f7af271a42140099d391,0,train
askd:external_en,119921,1,train
squad,572677855951b619008f738e,0,train
squad,5727b6c44b864d1900163b1d,0,train
squad,5726ec36708984140094d62f,0,train
squad,5706e1209e06ca38007e91d8,1,train
askd:external_en,65214,1,train
squad,56d21b46e7d4791d0090264a,0,train
squad,56eaa3195a205f1900d6d3b3,0,train
squad,56d09a0e234ae51400d9c3c3,0,train
squad,572662d9708984140094c477,0,train
squad,5726b0ca708984140094cdf7,0,train
squad,57291b5a3f37b31900478027,0,train
squad,572f7934947a6a140053c99c,0,train
askd:external_en,108933,1,train
askd:external_en,130348,1,train
squad,570b30386b8089140040f7f5,0,train
askd:external_en,28893,1,train
askd:external_en,141742,1,train
squad,56e7a68600c9c71400d77487,0,train
squad,5727a85fff5b5019007d9211,1,train
askd:external_en,6356,1,train
squad,572edd9ecb0c0d14000f163a,0,train
askd:external_en,13399,1,train
askd:external_en,69098,1,train
squad,57280c4bff5b5019007d9bb4,0,train
askd:external_en,33826,1,train
squad,572710e05951b619008f857a,0,train
askd:external_en,90858,1,train
squad,57268a62dd62a815002e88b6,0,train
askd:external_en,118419,1,train
squad,5726a63c5951b619008f790d,0,train
squad,572788c6f1498d1400e8fb2b,0,train
askd:external_en,74832,1,train
squad,5735ac11dc94161900571f08,0,train
squad,5726f28b5951b619008f8324,0,train
squad,570deb1f0b85d914000d7bde,1,train
askd:external_en,34762,1,train
squad,570e2def0dc6ce1900204e41,0,train
squad,572a427e3f37b3190047883e,0,train
askd:external_en,30211,1,train
squad,5706865b75f01819005e7bd0,0,train
squad,5727f3a63acd2414000df0bb,1,train
squad,5731920ce6313a140071d0b1,0,train
squad,5731011b05b4da19006bcccc,0,train
squad,571cfac85efbb31900334e78,1,train
squad,5731439c497a881900248d1b,0,train
squad,56d1c664e7d4791d00902152,0,train
squad,5731e35d0fdd8d15006c6613,0,train
squad,5726831edd62a815002e87c8,0,train
askd:external_en,42688,1,train
askd:external_en,89392,1,train
squad,5726152c89a1e219009ac21b,0,train
squad,57271883dd62a815002e98ec,0,train
askd:external_en,78901,1,train
squad,57328f64b9988014000c7683,0,train
squad,572ec147c246551400ce4611,0,train
askd:external_en,73515,1,train
squad,572809a13acd2414000df2f8,0,train
squad,56e107fecd28a01900c67476,0,train
squad,570d67fafed7b91900d46015,0,train
squad,572684325951b619008f753a,0,train
askd:external_en,74056,1,train
askd:external_en,85279,1,train
askd:external_en,55749,1,train
askd:external_en,96931,1,train
squad,5728cbb5ff5b5019007da6ca,0,train
askd:external_en,118962,1,train
askd:external_en,107179,1,train
squad,571d29295efbb31900334eb5,0,train
squad,56d63c501c85041400947041,0,train
squad,5727ce6e3acd2414000dece0,0,train
squad,56fa254bf34c681400b0bfde,0,train
squad,573610e1012e2f140011a180,0,train
askd:external_en,53822,1,train
squad,56f8dfe39b226e1400dd115a,0,train
squad,56df65778bc80c19004e4bcb,0,train
squad,5726ad725951b619008f79f2,0,train
squad,56d1c755e7d4791d0090217d,0,train
squad,56d119ec17492d1400aab947,0,train
squad,570c481ffed7b91900d45828,0,train
squad,57280f752ca10214002d9ce5,1,train
squad,56fa7909f34c681400b0c0cd,0,train
askd:external_en,79515,1,train
askd:external_en,38703,1,train
squad,5727ae4dff5b5019007d9272,1,train
squad,57292d7f1d0469140077911f,0,train
squad,572fde67947a6a140053cd87,0,train
squad,57284cdb4b864d19001648f7,0,train
squad,57261a80ec44d21400f3d8ea,0,train
askd:external_en,119521,1,train
squad,56f8b9089e9bad19000a03af,1,train
squad,57320ad7e99e3014001e6468,0,train
squad,572875602ca10214002da389,0,train
squad,572813372ca10214002d9d57,0,train
squad,570adf774103511400d59ab8,0,train
squad,572934ad1d04691400779165,0,train
squad,5728456d3acd2414000df830,0,train
squad,5726cdfc5951b619008f7e8c,0,train
askd:external_en,126532,1,train
squad,57265aa2f1498d1400e8dcef,0,train
askd:external_en,96383,1,train
askd:external_en,20569,1,train
squad,56d63c501c85041400947042,0,train
askd:external_en,127402,1,train
squad,5728be124b864d1900164d30,0,train
squad,56e1040ecd28a01900c6743e,0,train
squad,5727849df1498d1400e8fa8a,0,train
askd:external_en,100620,1,train
squad,56f8ef1c9e9bad19000a072b,0,train
squad,5726af1cf1498d1400e8e72e,0,train
squad,570b8f6cec8fbc190045ba76,1,train
squad,572f7193947a6a140053c972,0,train
squad,56e6c13ade9d371400068013,0,train
squad,56e11322cd28a01900c67562,0,train
squad,572a9804be1ee31400cb8098,0,train
askd:external_en,23143,1,train
askd:external_en,39333,1,train
askd:external_en,105707,1,train
askd:external_en,71102,1,train
askd:external_en,88937,1,train
squad,572831bc2ca10214002da055,0,train
squad,56e162f1e3433e1400422e52,0,train
squad,570e4e090dc6ce1900204f34,0,train
squad,572bf75fdfb02c14005c6b0f,0,train
squad,56fa621f8f12f3190063013f,0,train
squad,570df13e0dc6ce1900204d26,0,train
squad,5730bc458ab72b1400f9c749,0,train
squad,5709867ced30961900e8427f,0,train
squad,572fd62fb2c2fd14005684eb,0,train
squad,57292ae1af94a219006aa142,0,train
squad,56d3965159d6e414001467c9,0,train
askd:external_en,18790,1,train
squad,572775a9dd62a815002e9d65,0,train
squad,56dc7afb14d3a41400c268e7,0,train
askd:external_en,125629,1,train
askd:external_en,72706,1,train
squad,5729a33c6aef051400155062,0,train
squad,5731df48e99e3014001e637a,0,train
squad,57272081708984140094da2c,0,train
squad,56df701456340a1900b29b55,0,train
askd:external_en,19048,1,train
squad,571a1d794faf5e1900b8a8ac,0,train
squad,573147db05b4da19006bcfb3,0,train
squad,57267c9bdd62a815002e86e4,0,train
askd:external_en,117101,1,train
askd:external_en,101446,1,train
askd:external_en,129437,1,train
squad,57261b3b38643c19005ad006,0,train
askd:external_en,87097,1,train
squad,5726113689a1e219009ac1cf,0,train
squad,57060ec552bb891400689828,0,train
squad,5728105e3acd2414000df37c,0,train
squad,56e0388a231d4119001abfe1,0,train
askd:external_en,94223,1,train
squad,572f71df04bcaa1900d76967,0,train
squad,571d2c3b5efbb31900334ec4,1,train
squad,56fa50008f12f3190063011a,0,train
squad,56cfb618234ae51400d9bebb,0,train
squad,57278d8c708984140094e0ae,0,train
squad,57272cf65951b619008f8690,0,train
squad,56eab2c15a205f1900d6d432,0,train
askd:external_en,121904,1,train
squad,571d3bc95efbb31900334ed3,1,train
askd:external_en,139349,1,train
askd:external_en,82886,1,train
askd:external_en,10512,1,train
askd:external_en,75131,1,train
squad,57340136d058e614000b6785,0,train
askd:external_en,129936,1,train
askd:external_en,22833,1,train
squad,57283d5cff5b5019007d9fb4,0,train
squad,56e1604bcd28a01900c67831,0,train
squad,572924f66aef051400154aa8,0,train
squad,5730e0b7f6cb411900e2450f,0,train
squad,573364444776f419006609a3,0,train
squad,56d9cadedc89441400fdb82d,0,train
squad,5706e5b49e06ca38007e9208,0,train
askd:external_en,109765,1,train
squad,5727e9e0ff5b5019007d984f,0,train
squad,5731af89e17f3d14004222f9,0,train
squad,5728249e4b864d190016457f,0,train
squad,56e6da02de9d37140006808c,0,train
squad,572eba1ac246551400ce4595,0,train
squad,5726b4e35951b619008f7b39,0,train
squad,57332caa4776f41900660747,0,train
squad,57060d1275f01819005e78fd,0,train
squad,572814a54b864d190016440e,0,train
askd:external_en,32608,1,train
squad,57343210d058e614000b6ae0,0,train
squad,5735d259012e2f140011a09f,0,train
squad,572a468aaf94a219006aa929,0,train
squad,571ae3ba32177014007e9fab,0,train
askd:external_en,137161,1,train
squad,5726dcf4f1498d1400e8edb4,0,train
askd:external_en,120585,1,train
askd:external_en,69860,1,train
askd:external_en,125923,1,train
askd:external_en,94291,1,train
askd:external_en,10673,1,train
squad,570de4770b85d914000d7b95,0,train
askd:external_en,67143,1,train
askd:external_en,58859,1,train
askd:external_en,90144,1,train
askd:external_en,101889,1,train
askd:external_en,29932,1,train
squad,57292a336aef051400154b15,0,train
squad,5726d8c9dd62a815002e9267,0,train
squad,56e7b37437bdd419002c439a,0,train
squad,572b4375be1ee31400cb82dd,0,train
squad,5728e6092ca10214002daa5d,0,train
askd:external_en,103493,1,train
squad,56f8b7f99e9bad19000a0396,0,train
askd:external_en,118919,1,train
squad,573198280fdd8d15006c63ca,0,train
askd:external_en,134551,1,train
squad,572aaec2111d821400f38cb4,0,train
askd:external_en,10345,1,train
squad,5728171d3acd2414000df44d,0,train
squad,572ca974dfb02c14005c6be3,0,train
squad,5730359db2c2fd1400568a74,0,train
askd:external_en,56153,1,train
askd:external_en,72287,1,train
squad,5709b165ed30961900e84426,0,train
squad,57284e224b864d190016490b,0,train
squad,57311339a5e9cc1400cdbc03,0,train
squad,56d10c1f17492d1400aab807,0,train
askd:external_en,128110,1,train
askd:external_en,142219,1,train
squad,56bed38e3aeaaa14008c94db,0,train
askd:external_en,7076,1,train
askd:external_en,134936,1,train
squad,572f3099a23a5019007fc4c5,0,train
squad,57265bf4f1498d1400e8dd25,0,train
squad,572fa77004bcaa1900d76b4b,0,train
squad,572929766aef051400154b00,0,train
squad,571e014555697319006390f0,0,train
squad,57274ab8f1498d1400e8f5c5,0,train
squad,56f8ba089e9bad19000a03c9,0,train
squad,56d5da871c85041400946e37,0,train
squad,572f4bcd04bcaa1900d76823,0,train
squad,5709c643ed30961900e8448d,0,train
squad,56cf75e24df3c31400b0d7db,0,train
askd:external_en,112510,1,train
askd:external_en,20546,1,train
askd:external_en,56782,1,train
squad,57289ffd4b864d1900164aed,0,train
askd:external_en,65530,1,train
askd:external_en,137915,1,train
askd:external_en,28922,1,train
squad,572814ba3acd2414000df402,0,train
askd:external_en,46703,1,train
askd:external_en,72954,1,train
askd:external_en,112747,1,train
squad,56daf993e7c41114004b4bee,0,train
squad,56d62c011c85041400946f70,0,train
askd:external_en,33554,1,train
squad,57061add52bb8914006898b0,0,train
squad,570a059c6d058f1900182c73,0,train
askd:external_en,20042,1,train
squad,5706910552bb891400689a68,0,train
squad,5726e667f1498d1400e8ef57,0,train
askd:external_en,66092,1,train
squad,570da669df2f5219002ed0ba,0,train
squad,5726d56f5951b619008f7f76,0,train
askd:external_en,14796,1,train
squad,572fe9d5a23a5019007fcb2e,0,train
askd:external_en,76645,1,train
askd:external_en,109261,1,train
askd:external_en,59944,1,train
squad,57266409708984140094c499,0,train
squad,572f6309b2c2fd140056809f,0,train
squad,5726e7a1dd62a815002e9497,0,train
squad,56cdd17262d2951400fa68a8,0,train
askd:external_en,74446,1,train
askd:external_en,40489,1,train
squad,57108d9ab654c5140001f98f,0,train
askd:external_en,112773,1,train
askd:external_en,96001,1,train
askd:external_en,137677,1,train
askd:external_en,8794,1,train
squad,5727bd203acd2414000deb18,0,train
squad,5730e7ddf6cb411900e24533,0,train
squad,56e16adecd28a01900c678c9,0,train
squad,57288ea43acd2414000dfafb,0,train
askd:external_en,46526,1,train
squad,57278381708984140094dfb7,0,train
squad,572eb0d603f9891900756956,0,train
squad,572ac9f434ae481900deacd7,0,train
squad,56f97a649e9bad19000a0995,0,train
squad,572f63e6b2c2fd14005680aa,0,train
squad,572ff739b2c2fd1400568672,0,train
squad,573278c8e99e3014001e67d4,0,train
askd:external_en,14818,1,train
squad,57278f77f1498d1400e8fc1c,0,train
askd:external_en,37597,1,train
askd:external_en,103918,1,train
askd:external_en,140852,1,train
askd:external_en,130787,1,train
squad,57268081f1498d1400e8e1eb,0,train
squad,56cc66d16d243a140015efa2,0,train
askd:external_en,12009,1,train
squad,56e9634c99e8941900975f7f,0,train
askd:external_en,119261,1,train
squad,5733e8cad058e614000b6567,0,train
squad,573127a7497a881900248bde,0,train
squad,56dde6309a695914005b9690,0,train
squad,5728ff866aef05140015495d,0,train
squad,570d32cffed7b91900d45cfb,0,train
squad,572aaf31be1ee31400cb816e,0,train
squad,572ea840cb0c0d14000f13fa,0,train
squad,572faf0e04bcaa1900d76beb,0,train
squad,573354414776f41900660846,0,train
squad,5727bfec2ca10214002d955e,0,train
squad,5727e9b23acd2414000defb7,0,train
askd:external_en,128661,1,train
squad,570b1ef16b8089140040f73f,0,train
squad,570cfdd0b3d812140066d38c,0,train
squad,56f8393fa6d7ea1400e174c9,0,train
squad,57295eef6aef051400154da1,0,train
squad,572971fd1d0469140077947e,0,train
askd:external_en,26826,1,train
squad,5726890bdd62a815002e887d,0,train
squad,57277c965951b619008f8b2a,0,train
askd:external_en,79374,1,train
squad,572655ecdd62a815002e81dc,0,train
askd:external_en,68663,1,train
askd:external_en,103635,1,train
squad,572ab1e9111d821400f38cdf,0,train
squad,56d0a987234ae51400d9c404,0,train
askd:external_en,50231,1,train
squad,5727b7c62ca10214002d94b1,0,train
askd:external_en,76480,1,train
squad,57328cf2b3a91d1900202e35,1,train
askd:external_en,16545,1,train
squad,5728c4163acd2414000dfde3,0,train
squad,56d11bca17492d1400aab9a3,0,train
squad,5731075905b4da19006bccee,0,train
askd:external_en,32811,1,train
squad,56ce5e5baab44d1400b88703,0,train
askd:external_en,10125,1,train
askd:external_en,27766,1,train
askd:external_en,74653,1,train
squad,572b3ab4111d821400f38de4,0,train
askd:external_en,43295,1,train
squad,57335ed14776f419006608d6,0,train
squad,570d6464b3d812140066d7de,0,train
squad,5726b36add62a815002e8d58,0,train
askd:external_en,50713,1,train
askd:external_en,117372,1,train
squad,5726083a89a1e219009ac167,0,train
squad,5727b61fff5b5019007d9323,0,train
askd:external_en,49028,1,train
squad,57302be2947a6a140053d20c,0,train
askd:external_en,29357,1,train
askd:external_en,127860,1,train
squad,572b550a34ae481900dead90,0,train
askd:external_en,128683,1,train
squad,56e03fd2231d4119001ac014,0,train
squad,572e877703f9891900756734,0,train
askd:external_en,76408,1,train
askd:external_en,110114,1,train
squad,56f74e42aef2371900625aec,0,train
askd:external_en,87866,1,train
squad,572f054fc246551400ce484c,0,train
askd:external_en,124164,1,train
askd:external_en,78166,1,train
askd:external_en,36288,1,train
squad,56e074137aa994140058e4f7,0,train
squad,572789855951b619008f8cb9,0,train
squad,57302106a23a5019007fcdf7,1,train
squad,56ddf39a66d3e219004dae59,0,train
squad,572ecb3c03f9891900756a37,0,train
askd:external_en,8561,1,train
askd:external_en,7956,1,train
squad,5726086889a1e219009ac170,0,train
squad,56d99aa4dc89441400fdb5bb,0,train
askd:external_en,49039,1,train
squad,570a7cdb6d058f1900182ea4,0,train
askd:external_en,71089,1,train
squad,57296cd06aef051400154e64,0,train
squad,57097f5e200fba1400368094,0,train
askd:external_en,53847,1,train
squad,572952851d0469140077929a,0,train
askd:external_en,93010,1,train
squad,57282b823acd2414000df610,0,train
squad,57324fb3e17f3d1400422842,0,train
askd:external_en,90492,1,train
askd:external_en,138624,1,train
squad,572ba75ff75d5e190021fe72,0,train
askd:external_en,67239,1,train
askd:external_en,52252,1,train
askd:external_en,129639,1,train
askd:external_en,21331,1,train
squad,56f72b71711bf01900a44a28,0,train
squad,56ded70f3277331400b4d755,0,train
squad,56e7594900c9c71400d76ff8,0,train
askd:external_en,75219,1,train
askd:external_en,23151,1,train
askd:external_en,42471,1,train
askd:external_en,38442,1,train
squad,56f9efa98f12f31900630006,0,train
squad,56dc7e1b14d3a41400c2691b,0,train
squad,56e4cfd839bdeb14003479e1,0,train
askd:external_en,104986,1,train
squad,5727606bdd62a815002e9bd2,0,train
squad,57271883dd62a815002e98f0,0,train
squad,57304225947a6a140053d368,0,train
squad,56d1134017492d1400aab8ae,0,train
askd:external_en,80876,1,train
squad,570b8f6cec8fbc190045ba7a,0,train
squad,56cf3629aab44d1400b88e67,0,train
askd:external_en,25091,1,train
squad,572eae88dfa6aa1500f8d2b0,0,train
askd:external_en,142946,1,train
askd:external_en,88456,1,train
askd:external_en,140773,1,train
squad,571cf17ddd7acb1400e4c1b4,1,train
squad,5726890bdd62a815002e887c,0,train
squad,56df5a2b96943c1400a5d3f2,0,train
squad,57302c0ca23a5019007fcef9,0,train
askd:external_en,98570,1,train
squad,5728d9f14b864d1900164f8e,0,train
askd:external_en,13955,1,train
askd:external_en,111687,1,train
squad,572959251d046914007792ee,0,train
squad,571b6a2f9499d21900609ca2,1,train
askd:external_en,68734,1,train
askd:external_en,101769,1,train
squad,5726b6ba708984140094cead,0,train
askd:external_en,28544,1,train
squad,5733f7b64776f419006615e6,0,train
squad,57337227d058e614000b5b19,0,train
squad,57294ea7af94a219006aa27f,0,train
squad,570cdf17fed7b91900d45a41,0,train
squad,572ebd11c246551400ce45c3,0,train
squad,572a3b486aef0514001553b7,0,train
askd:external_en,162895,1,train
squad,570a83046d058f1900182ef6,0,train
askd:external_en,22124,1,train
squad,5727626b708984140094dcc9,0,train
squad,56fdee67761e401900d28c59,0,train
squad,572fe0d1947a6a140053cd9f,0,train
squad,572ec66cdfa6aa1500f8d38e,0,train
askd:external_en,141668,1,train
squad,570b6879ec8fbc190045b9f0,0,train
askd:external_en,100256,1,train
squad,570da297df2f5219002ed085,1,train
squad,572eb0c2c246551400ce4520,0,train
squad,571cf8175efbb31900334e66,0,train
askd:external_en,72085,1,train
squad,56e79ec500c9c71400d773e6,0,train
squad,570c59f8b3d812140066d17b,0,train
squad,57100c99a58dae1900cd6813,0,train
squad,56d20c93e7d4791d0090262f,0,train
squad,56ddbb4b66d3e219004dacb9,0,train
askd:external_en,90952,1,train
askd:external_en,65032,1,train
squad,56df5a8096943c1400a5d410,0,train
askd:external_en,131427,1,train
squad,56d9b06edc89441400fdb6de,0,train
squad,572a816d111d821400f38b7b,1,train
askd:external_en,123424,1,train
askd:external_en,31914,1,train
askd:external_en,103225,1,train
squad,57316581a5e9cc1400cdbf23,0,train
askd:external_en,139816,1,train
squad,570d7217b3d812140066d952,0,train
squad,5728c4de4b864d1900164da5,0,train
squad,571ae5e132177014007e9fb4,0,train
squad,57267b4c5951b619008f742a,0,train
squad,5731dedd0fdd8d15006c65ce,0,train
squad,572fd5f8947a6a140053cd2c,0,train
askd:external_en,23475,1,train
squad,572b77b2be1ee31400cb83b7,0,train
squad,57270035708984140094d81b,0,train
squad,5725c5dd89a1e219009abe6b,0,train
